name,model,type,price,year,distance,drive,transmission,engine,color,city,owners,isActive
Nissan,Almera,Седан,2550,1996,388.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Зелений металік,Ужгород,4,true
Nissan,Almera,Седан,2550,1996,386.0,Передній,Ручна / Механіка,1.4 л;Газ / Бензин,Зелений металік,Ужгород,4,true
Nissan,Maxima,Седан,2550,1996,480.0,Передній,Ручна / Механіка,2 л (140.08 к.с. / 103 кВт);Бензин,Синій,Дніпро (Дніпропетровськ),,true
Nissan,Primera,Унiверсал,2550,1992,320.0,Передній,Ручна / Механіка,2 л (116 к.с. / 85 кВт);Бензин,Синій,Білгород-Дністровський,3,true
Nissan,Sunny,Седан,2600,1993,295.0,Передній,Ручна / Механіка,1.4 л (87 к.с. / 64 кВт);Бензин,Сірий металік,Одеса,2,true
Nissan,Primera,Седан,2600,1996,260.0,Передній,Ручна / Механіка,1.6 л;Бензин,Зелений металік,Березне,2,true
Nissan,Sunny,Седан,2600,1993,235.0,Передній,Ручна / Механіка,(1.6 к.с. / 1 кВт);Газ / Бензин,,Київ,,true
Nissan,Almera,Хетчбек,2600,1999,295.0,Передній,Ручна / Механіка,1.4 л;Бензин,Синій металік,Львів,2,true
Nissan,Maxima,Седан,2650,1998,300.0,Передній,Автомат,3 л;Газ / Бензин,Сірий,Дніпро (Дніпропетровськ),2,true
Nissan,Almera,Хетчбек,2650,1999,300.0,Передній,Ручна / Механіка,1.4 л (75 к.с. / 55 кВт);Бензин,Зелений металік,Рахів,3,true
Nissan,Almera,Хетчбек,2650,1998,300.0,Передній,Ручна / Механіка,1.4 л;Бензин,Зелений металік,Коломия,3,true
Nissan,Primera,Седан,2700,1993,355.0,Передній,Ручна / Механіка,2 л (102 к.с. / 75 кВт);Дизель,Червоний,Кривий Ріг,4,true
